Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01520.01","Cassava, fresh","2018","2018","t","160554.02","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01520.01","Cassava, fresh","2019","2019","t","175583.05","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01520.01","Cassava, fresh","2020","2020","t","167624.83","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01520.01","Cassava, fresh","2021","2021","t","167939.27","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01520.01","Cassava, fresh","2022","2022","t","176405.89","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1961","1961","t","220800","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1962","1962","t","212158","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1963","1963","t","209210","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1964","1964","t","188575","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1965","1965","t","253508","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1966","1966","t","275970","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1967","1967","t","322932","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1968","1968","t","234017","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1969","1969","t","390177","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1970","1970","t","371371","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1971","1971","t","383015","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1972","1972","t","376889","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1973","1973","t","354900","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1974","1974","t","424000","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1975","1975","t","353517","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1976","1976","t","348394","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1977","1977","t","223545","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1978","1978","t","167989","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1979","1979","t","182655","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1980","1980","t","229313","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1981","1981","t","236789","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1982","1982","t","183936","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1983","1983","t","194794","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1984","1984","t","239221","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1985","1985","t","228808","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1986","1986","t","118015","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1987","1987","t","131190","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1988","1988","t","123145","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1989","1989","t","113551","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1990","1990","t","134245","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1991","1991","t","90279","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1992","1992","t","76258","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1993","1993","t","76337","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1994","1994","t","77490","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1995","1995","t","75683","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1996","1996","t","75689","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1997","1997","t","74255","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1998","1998","t","74410","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","1999","1999","t","80000","E","Estimated value",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2000","2000","t","84971","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2001","2001","t","84307","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2002","2002","t","94521","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2003","2003","t","85678","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2004","2004","t","88601","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2005","2005","t","100229","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2006","2006","t","69397","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2007","2007","t","74241","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2008","2008","t","102277","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2009","2009","t","66299","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2010","2010","t","53857","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2011","2011","t","51680","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2012","2012","t","70945.16","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2013","2013","t","45769","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2014","2014","t","111294","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2015","2015","t","75200","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2016","2016","t","90726","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2017","2017","t","102526","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2018","2018","t","76892","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2019","2019","t","69863.16","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2020","2020","t","64273","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2021","2021","t","96210","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01520.01","Cassava, fresh","2022","2022","t","146299.78","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1961","1961","t","8000","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1962","1962","t","8600","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1963","1963","t","8900","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1964","1964","t","9400","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1965","1965","t","9800","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1966","1966","t","10000","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1967","1967","t","10700","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1968","1968","t","11100","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1969","1969","t","11800","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1970","1970","t","11400","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1971","1971","t","13200","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1972","1972","t","13886","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1973","1973","t","14600","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1974","1974","t","15531","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1975","1975","t","16560","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1976","1976","t","12586","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1977","1977","t","12750","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1978","1978","t","15300","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1979","1979","t","19872","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1980","1980","t","19872","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1981","1981","t","24840","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1982","1982","t","23184","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1983","1983","t","23322","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1984","1984","t","28069","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1985","1985","t","28462","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1986","1986","t","28566","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1987","1987","t","27887","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1988","1988","t","24680","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1989","1989","t","28589","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1990","1990","t","28600","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1991","1991","t","32080","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1992","1992","t","44900","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1993","1993","t","42000","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1994","1994","t","47909","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1995","1995","t","32495","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1996","1996","t","30019","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1997","1997","t","18400","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1998","1998","t","6440","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","1999","1999","t","20866","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2000","2000","t","17287","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2001","2001","t","19655","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2002","2002","t","19218","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2003","2003","t","18136","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2004","2004","t","16736","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2005","2005","t","20382","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2006","2006","t","16102","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2007","2007","t","19846","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2008","2008","t","22029","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2009","2009","t","20091","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2010","2010","t","20091","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2011","2011","t","28867","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2012","2012","t","33019","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2013","2013","t","38577","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2014","2014","t","36026","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2015","2015","t","37533","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2016","2016","t","30950","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2017","2017","t","39561.68","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2018","2018","t","31572.18","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2019","2019","t","21228","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2020","2020","t","21895.81","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2021","2021","t","41091.86","A","Official figure",""
"QCL","Crops and livestock products","222","El Salvador","5510","Production","01520.01","Cassava, fresh","2022","2022","t","38606.63","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1961","1961","t","40000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1962","1962","t","40000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1963","1963","t","38000","A","Official figure",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1964","1964","t","40000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1965","1965","t","40000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1966","1966","t","41000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1967","1967","t","41000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1968","1968","t","42000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1969","1969","t","42000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1970","1970","t","42000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1971","1971","t","40000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1972","1972","t","39000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1973","1973","t","37000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1974","1974","t","34000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1975","1975","t","33000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1976","1976","t","32000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1977","1977","t","31000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1978","1978","t","31000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1979","1979","t","31000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1980","1980","t","32000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1981","1981","t","33000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1982","1982","t","35000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1983","1983","t","38000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1984","1984","t","40500","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1985","1985","t","42000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1986","1986","t","43500","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1987","1987","t","44000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1988","1988","t","44000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1989","1989","t","44000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1990","1990","t","45000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1991","1991","t","46000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1992","1992","t","47000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1993","1993","t","47589.27","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1994","1994","t","48201.36","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1995","1995","t","48532.44","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1996","1996","t","48000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1997","1997","t","45000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1998","1998","t","43000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","1999","1999","t","45000","A","Official figure",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2000","2000","t","47372.95","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2001","2001","t","49377.14","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2002","2002","t","51225.29","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2003","2003","t","52944.65","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2004","2004","t","54819.82","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2005","2005","t","56332.64","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2006","2006","t","57802.86","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2007","2007","t","59334.31","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2008","2008","t","60882.14","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2009","2009","t","62475.82","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2010","2010","t","64144.84","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2011","2011","t","66000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2012","2012","t","68000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2013","2013","t","70000","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2014","2014","t","71979.04","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2015","2015","t","72839.68","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2016","2016","t","73514.06","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2017","2017","t","74224.35","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2018","2018","t","74938.49","I","Imputed value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2019","2019","t","74225.63","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2020","2020","t","74462.83","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2021","2021","t","74542.32","E","Estimated value",""
"QCL","Crops and livestock products","226","Equatorial Guinea","5510","Production","01520.01","Cassava, fresh","2022","2022","t","74410.26","E","Estimated value",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1961","1961","t","72000","E","Estimated value",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1962","1962","t","72000","E","Estimated value",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1963","1963","t","70000","E","Estimated value",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1964","1964","t","70000","E","Estimated value",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1965","1965","t","69000","E","Estimated value",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1966","1966","t","70000","E","Estimated value",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1967","1967","t","72000","E","Estimated value",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1968","1968","t","73000","E","Estimated value",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1969","1969","t","70000","E","Estimated value",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1970","1970","t","75000","E","Estimated value",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1971","1971","t","60000","E","Estimated value",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1972","1972","t","36000","E","Estimated value",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1973","1973","t","17000","E","Estimated value",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1974","1974","t","10200","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1975","1975","t","12200","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1976","1976","t","6984","A","Official figure",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1977","1977","t","9282","A","Official figure",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1978","1978","t","9856","A","Official figure",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1979","1979","t","7938","A","Official figure",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1980","1980","t","10222","A","Official figure",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1981","1981","t","12882","A","Official figure",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1982","1982","t","16150","A","Official figure",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1983","1983","t","20748","A","Official figure",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1984","1984","t","49200","A","Official figure",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1985","1985","t","49200","A","Official figure",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1986","1986","t","37380","A","Official figure",""
"QCL","Crops and livestock products","242","Fiji","5510","Production","01520.01","Cassava, fresh","1987","1987","t","25132","A","Official figure",""
